

#ID = Rosetta generated unique probe identifier
#EntrezGeneID = Entrez Gene identifier for the gene represented
#ORF = Gene symbol for the gene represented
#GB_ACC = GenBank Accession
#PROBE_DERIVED_FROM_TRANSCRIPT = Actual transcript sequence from which the probe was derieved
#SPOT_ID = 
#RosettaGeneModelID = Rosetta internal gene identifier.
ID	EntrezGeneID	ORF	GB_ACC	PROBE_DERIVED_FROM_TRANSCRIPT	SPOT_ID	RosettaGeneModelID
10023811912	10253	SPRY2	NM_005842	NM_005842		HSG00284870
10025902447	145226	RDH12	NM_152443	NM_152443		HSG00288461
10025906331	1173	AP2M1	NM_004068	NM_004068		HSG00221630
10025930508			H97514	non-public		HSG00250312
10025929592			XM_115038	XM_115038		HSG00366163
10023812074	55664	CDC37L1	NM_017913	NM_017913		HSG00262841
10025911589	6005	RHAG	NM_000324	NM_000324		HSG00242410
10023832219	339390	CLEC4G		non-public	ENSEMBLE: ENST00000270493	HSG00306925
10025908925	115024	NT5C3L	NM_052935	NM_052935		HSG00302267
10025911513	55720	TSR1	NM_018128	NM_018128		HSG00301659
10025921734			AA643933	non-public		HSG00250131
10025917565			AA705413	non-public		HSG00235702
10025914149	285389		BC038368	BC038368		HSG00222096
10025926337	195827	C9orf21	XM_114685	non-public		HSG00261358
10023846584			AK023811	AK023811		HSG00269073
10031919738	64593	RBMY3AP	U94386	non-public		HSG00313068
10025916152			BM983844	non-public		HSG00356780
10023805419	27333	GOLPH4	NM_014498	non-public		HSG00226531
10025912648	200909	HTR3D	NM_182537	NM_182537		HSG00222226
10025914371				non-public	RosettaGeneID: HSG00364296	HSG00364296
10023823840	29978	UBQLN2	NM_013444	non-public		HSG00253993
10025918982			R33142	non-public		HSG00388559
10025915415	286157		XM_209920	non-public		HSG00256470
10023816227	5689	PSMB1	NM_002793	NM_002793		HSG00243977
10023827834	285016		XM_211736	non-public		HSG00217718
10023825895	50617	ATP6V0A4	NM_020632	NM_020632		HSG00249119
10025930517			XM_121354	XM_121354		HSG00364093
10025904063	1133	CHRM5	NM_012125	NM_012125		HSG00290717
10025922332	440173		BC027471	BC027471		HSG00264307
10025904533	152756		NM_153027	NM_153027		HSG00228981
10025934867	388474		XM_371115	non-public		HSG00353223
10025907059	8976	WASL	NM_003941	NM_003941		HSG00248491
10023814500	340526	RGAG4	NM_001024455	non-public		HSG00255328
10025932085			CN346112	non-public		HSG00355876
10023812108	10904	BLCAP	NM_006698	NM_006698		HSG00311903
10025929810	390606		XM_497459	non-public		HSG00290546
10023849971	10763	NES	NM_024609	NM_024609		HSG00204495
10025903214	10775	POP4	NM_006627	NM_006627		HSG00307312
10025908403	51480	VCX2	NM_016378	NM_016378		HSG00255279
10033668514	9963	SLC23A1	NM_005847	NM_005847		HSG00232596
10025907725			NM_014348	NM_014348		HSG00314580
10025906816	5077	PAX3	NM_181461	NM_181461		HSG00212595
10023843664	401466	C8orf59	AK000414	AK000414		HSG00259736
10025933012			BC029589	BC029589		HSG00266284
10025935508			BG001407	non-public		HSG00275441
10023825317	11320	MGAT4A	NM_012214	NM_012214		HSG00215048
10025919036			AI018707	non-public		HSG00228720
10025907429	80119	C15orf20	NM_025049	NM_025049		HSG00291350
10023817954	6890	TAP1	NM_000593	NM_000593		HSG00244059
10025926954			AK055194	AK055194		HSG00208492
10031920607	652848		NM_001040077	non-public		HSG00287553
10033668681	1588	CYP19A1	NM_000103	NM_000103		HSG00290652
10023839438	79572	ATP13A3	NM_024524	NM_024524		HSG00225330
10025918529	57709	SLC7A14	XM_035946	non-public		HSG00220578
10025927412	259217	HSPA12A	XM_048898	non-public		HSG00269501
10025903423	574	BAGE	NM_001187	NM_001187		HSG00315871
10025929350			AA398139	non-public		HSG00280655
10025913039	201134	CCDC46	NM_145036	NM_145036		HSG00298626
10025913997			AF125104	AF125104		HSG00312354
10025906502	1798	DPAGT1	NM_001382	NM_001382		HSG00272961
10023827621	3635	INPP5D	NM_005541	NM_005541		HSG00212405
10025909662	60412	EXOC4	NM_021807	NM_021807		HSG00248547
10023824023	6667	SP1	AF252284	AF252284		HSG00276771
10025921922			BX364288	non-public		HSG00278282
10025922121			BC039395	BC039395		HSG00262739
10023839810	390093	OR10A6		non-public	ENSEMBLE: ENST00000299515	HSG00272923
10023847600	57671	PLXNA4A	AB046770	AB046770		HSG00245378
10023807246	51256	TBC1D7	NM_016495	NM_016495		HSG00243524
10023824862	10211	FLOT1	NM_005803	NM_005803		HSG00242493
10023836339	63036		NM_033440	NM_033440		HSG00207352
10025923030			CR590772	non-public		HSG00348705
10031920537			NM_013288	NM_013288		HSG00361215
10025928795	642	BLMH	NM_000386	non-public		HSG00297763
10025915158			BX104225	non-public		HSG00274469
10025909150	9293	GPR52	NM_005684	NM_005684		HSG00207194
10025923579				non-public	RosettaGeneID: HSG00367617	HSG00367617
10025909876	85444	LRRCC1	NM_033402	NM_033402		HSG00259199
10025909739	23604	DAPK2	NM_014326	NM_014326		HSG00290724
10023825651	5597	MAPK6	NM_002748	NM_002748		HSG00290193
10025918853			XM_167218	XM_167218		HSG00365141
10025904734	962	CD48	NM_001778	NM_001778		HSG00207225
10023821032			AA993127	AA993127_RC		HSG00283091
10023809332	25854		AL080065	AL080065		HSG00227736
10025929624			AI369168	non-public		HSG00428987
10025902599	5991	RFX3	NM_002919	NM_002919		HSG00261745
10025924335			CR593175	non-public		HSG00324969
10025916324	158381		XM_376829	non-public		HSG00352581
10025923023	266971	PSMD4P2	BC068549	non-public		HSG00269474
10025926312			AA371429	non-public		HSG00264849
10023848881	81578	COL21A1	NM_030820	NM_030820		HSG00243197
10033669024	521	ATP5I	NM_007100	NM_007100		HSG00227608
10023808870	4048	LTA4H	NM_000895	NM_000895		HSG00276654
10025911975	2567	GABRG3	NM_033223	NM_033223		HSG00291684
10023820677	57551	TAOK1	AB037782	AB037782		HSG00301669
10025903942	5116	PCNT	NM_006031	NM_006031		HSG00315695
10023808611	5411	PNN	NM_002687	NM_002687		HSG00287987
10023826738	414152	C10orf105	AW573085	AW573085_RC		HSG00269523
10025933879			AK090662	AK090662		HSG00279329
10031919878			BM906232	BM906232		HSG00359479
10025907188	6738	TROVE2	NM_004600	NM_004600		HSG00207509
10023813018	146760	RTN4RL1	NM_178568	non-public		HSG00302390
10025915122			AW516827	non-public		HSG00280411
10025908105	9445	ITM2B	NM_021999	NM_021999		HSG00284896
10025929262			AA777243	non-public		HSG00224226
10023827411	286319	TUSC1	NM_001004125	non-public		HSG00262889
10033668815	1401	CRP	NM_000567	NM_000567		HSG00204920
10025904115	8001	GLRA3	NM_006529	NM_006529		HSG00228572
10023817313	5718	PSMD12	NM_002816	NM_002816		HSG00302026
10033668875	6143	RPL19	NM_000981	NM_000981		HSG00297683
10023835360	94274	PPP1R14A	NM_033256	NM_033256		HSG00307853
10025921732			AK024544	AK024544		HSG00246613
10025917867			BC040055	BC040055		HSG00291037
10023821549	5141	PDE4A	NM_006202	NM_006202		HSG00305719
10025933500			XM_170257	XM_170257		HSG00363472
10023823995	6578	SLCO2A1	NM_005630	NM_005630		HSG00225979
10025919367			BG191251	non-public		HSG00277739
10025934191			AF044579	AF044579		HSG00269925
10023813539	2911	GRM1	NM_000838	NM_000838		HSG00242654
10023812266	51308	REEP2	NM_016606	NM_016606		HSG00236520
10025905260	6548	SLC9A1	NM_003047	NM_003047		HSG00205079
10025903444	147685	C19orf18	NM_152474	NM_152474		HSG00307451
10025904483	51132	RNF12	NM_016120	NM_016120		HSG00253992
10023810205			AL137342	AL137342		HSG00418947
10025919114	152122		XM_098164	XM_098164		HSG00225390
10025913490			AI286028	non-public		HSG00354358
10023808893	28232	SLCO3A1	AL109695	AL109695		HSG00290712
10023820961	57494	FAM80B	AB033064	AB033064		HSG00278621
10025907206	56852	RAD18	NM_020165	NM_020165		HSG00219696
10023816707	366	AQP9	NM_020980	NM_020980		HSG00290665
10023839617	90120		AK023162	AK023162		HSG00261724
10025921007	6955	TRA@	AF117143	non-public		HSG00288166
10025911005	6596	SMARCA3	NM_139048	NM_139048		HSG00225321
10025929544			AF339803	AF339803		HSG00285002
10025925831			BE048630	non-public		HSG00352727
10023824564			AL109705	AL109705		HSG00292388
10025908945	55193		NM_018165	NM_018165		HSG00225388
10025926017			AA773593	non-public		HSG00231603
10023823379	9780	FAM38A	NM_014745	NM_014745		HSG00294334
10025909594	205428	C3orf58	NM_173552	NM_173552		HSG00225967
10025903529	23304	UBR2	NM_015255	NM_015255		HSG00243016
10025927118			CN293707	non-public		HSG00429172
10023805755	1850	DUSP8	NM_004420	NM_004420		HSG00272379
10023809685	860	RUNX2	AL353944	AL353944		HSG00242975
10025905752	8943	AP3D1	NM_003938	NM_003938		HSG00305668
10025925383			N35358	non-public		HSG00243705
10025919771			AK093124	AK093124		HSG00279414
10025904975	55644	OSGEP	NM_017807	NM_017807		HSG00288794
10023830737	64065	PERP	NM_022121	NM_022121		HSG00242353
10025923322			BE551730	non-public		HSG00354467
10023833978	4056	LTC4S	NM_000897	NM_000897		HSG00237501
10023813555	8974	P4HA2	NM_004199	NM_004199		HSG00232644
10025914924			AL049307	AL049307		HSG00244776
10023809660	1833	DSPG3	NM_004950	NM_004950		HSG00277233
10025920367			XM_071255	XM_071255		HSG00317192
10025911509			NM_014095	NM_014095		HSG00261829
10025934019	390152	OR8H3	NM_001005201	non-public		HSG00273181
10025910363	10283	SDCCAG10	NM_005869	NM_005869		HSG00236684
10025932405	286187		XM_209936	XM_209936		HSG00357831
10023823050	6594	SMARCA1	NM_003069	NM_003069		HSG00253740
10025907768	191585	PLAC4	NM_182832	NM_182832		HSG00315754
10025928969			AW440735	non-public		HSG00406605
10023823784			CR623273	non-public		HSG00271665
10023837619			AK021538	AK021538		HSG00276460
10025910268	138199	C9orf41	NM_152420	NM_152420		HSG00262271
10023807997			AA228844	non-public		HSG00277421
10031920234			NM_014097	non-public		HSG00287733
10025902187	90594	ZNF439	NM_152262	NM_152262		HSG00307054
10025909381	7773	ZNF230	NM_006300	NM_006300		HSG00308302
10025921538	389095		XM_211860	XM_211860		HSG00225335
10025905525	115273	RAB42	NM_152304	NM_152304		HSG00207200
10025930706	441205		XM_499062	non-public		HSG00245147
10023813426	55790		NM_018371	NM_018371		HSG00259359
10023835992			AK055807	AK055807		HSG00209287
10023829628	200916	RPL22L1	AL110170	AL110170		HSG00221511
10023823691			AA789148	non-public		HSG00306871
10023812726	1773	DNASE1	NM_005223	NM_005223		HSG00295963
10025905126	167359		NM_153361	NM_153361		HSG00232571
10023806013	25813	SAMM50	NM_015380	NM_015380		HSG00314506
10023808170	55186	SLC25A36	NM_018155	non-public		HSG00221291
10025905744	23095	KIF1B	NM_015074	NM_015074		HSG00204471
10023836581	347745		AF019617	AF019617		HSG00409107
10025905554	127579	DCST2	NM_144622	NM_144622		HSG00209888
10023827470	284323		NM_001010880	non-public		HSG00309246
10025911272	64645	HIAT1	NM_033055	NM_033055		HSG00209227
10025910367	79932	KIAA0319L	NM_024874	NM_024874		HSG00204646
10025909227	5616	PRKY	NM_002760	NM_002760		HSG00312958
10025905980	51692	CPSF3	NM_016207	NM_016207		HSG00215019
10025905712	152940		NM_152543	NM_152543		HSG00227522
10025930441	389425		XM_371843	non-public		HSG00239291
10023845819	391013	RP3-340N1.3		non-public	ENSEMBLE: ENST00000270935	HSG00356305
10025919791			BC039357	BC039357		HSG00285288
10023826950	2077	ERF	NM_006494	NM_006494		HSG00306744
10025927326	400258		AK095913	AK095913		HSG00287245
10025909205	4018	LPA	NM_005577	NM_005577		HSG00242657
10025913323	5522	PPP2R2C	NM_020416	NM_020416		HSG00227712
10023815592			AK123415	non-public		HSG00222888
10023827614	3624	INHBA	NM_002192	NM_002192		HSG00250929
10025902727	6843	VAMP1	NM_014231	NM_014231		HSG00277808
10025929113			AA813733	non-public		HSG00266616
10025905910	6615	SNAI1	NM_005985	NM_005985		HSG00312123
10023816469	55048	VPS37C	NM_017966	NM_017966		HSG00272693
10025933053			BF770449	non-public		HSG00357976
10025931519	219473	OR8K3	XM_166825	XM_166825		HSG00273192
10023814224	4050	LTB	NM_002341	NM_002341		HSG00243964
10025928410			CK429804	non-public		HSG00213173
10026395172	10218	ANGPTL7	NM_021146	NM_021146		HSG00202256
10023818016	4308	TRPM1	NM_002420	non-public		HSG00289850
10023810500			AK025213	non-public		HSG00417234
10025934643			AK093907	AK093907		HSG00312116
10023813475			AA252334	non-public		HSG00203588
10025905587	1609	DGKQ	NM_001347	NM_001347		HSG00227365
10023813624			AI217194	non-public		HSG00354289
10025903745	5715	PSMD9	NM_002813	NM_002813		HSG00282228
10025924355				non-public	ENSEMBLE: ENST00000300792	HSG00372472
10023813105			AK022249	non-public		HSG00211370
10023838352	11214	AKAP13	NM_032162	NM_032162		HSG00289731
10025905115	27090	ST6GALNAC4	NM_014403	NM_014403		HSG00262755
10025923611	401234		BC014487	BC014487		HSG00244263
10025902384	80093		NM_025025	NM_025025		HSG00205565
10025934981				non-public	RosettaGeneID: HSG00362841	HSG00362841
10023809198	22926	ATF6	NM_007348	NM_007348		HSG00209963
10025929737			AL833452	AL833452		HSG00246620
10023835561				non-public	ENSEMBLE: ENST00000295555	HSG00206687
10025912306	91614	DEPDC7	NM_139160	NM_139160		HSG00272972
10025907515	55735	DNAJC11	NM_018198	NM_018198		HSG00207400
10025917921	84440	RAB11FIP4	NM_032932	non-public		HSG00301592
10025919365			AJ489592	AJ489592		HSG00280459
10025928832			S57604	non-public		HSG00356689
10023825038	1380	CR2	NM_001877	NM_001877		HSG00205876
10023828293	1302	COL11A2	NM_080680	NM_080680		HSG00242658
10025924418			AK091255	AK091255		HSG00221546
10025912020	4908	NTF3	NM_002527	NM_002527		HSG00277691
10023807895	4528	MTIF2	NM_002453	NM_002453		HSG00214133
10031920200			NM_014204	NM_014204		HSG00361367
10025922429			AI189768	non-public		HSG00228019
10023823533	6747	SSR3	NM_007107	NM_007107		HSG00219683
10023813313	57473		AB033022	AB033022		HSG00311344
10025917477				non-public	ENSEMBLE: ENST00000332828	HSG00363959
10025912756	54555	DDX49	NM_019070	NM_019070		HSG00308303
10025912783	10214	SSX3	NM_175711	NM_175711		HSG00254949
10025920696	150383		NM_001008917	non-public		HSG00314128
10033668498	11000	SLC27A3	NM_024330	NM_024330		HSG00210035
10023818593	3957	LGALS2	NM_006498	NM_006498		HSG00314724
10025911780	29075		NM_014162	NM_014162		HSG00312398
10023809631	10855	HPSE	NM_006665	NM_006665		HSG00227776
10023844775			AF088007	AF088007		HSG00266320
10025910977	84628	NTNG2	NM_032536	NM_032536		HSG00261987
10023816000	8693	GALNT4	NM_003774	non-public		HSG00276955
10025909244	157807		NM_173519	NM_173519		HSG00259403
10023810561	1617	DAZ1	NM_004081	NM_004081		HSG00312967
10025928294			AL359063	AL359063		HSG00300211
10025910687	57818	G6PC2	NM_021176	NM_021176		HSG00213476
10025917583			AW342092	non-public		HSG00313681
10023815892	23255	KIAA0802	NM_015210	non-public		HSG00304228
10025918629	388383		XM_496216	non-public		HSG00398627
10031920058				non-public	ENSEMBLE: ENST00000317742	HSG00289752
10025902182	2395	FXN	NM_181425	NM_181425		HSG00262217
10025907669	158160		NM_182829	NM_182829		HSG00269054
10025932339			BF911631	non-public		HSG00290303
10025908483	140869	C20orf187	NM_178487	NM_178487		HSG00311469
10025918520	341676	NEK5	XM_292160	non-public		HSG00353786
10023836674	390067	OR52H1		non-public	ENSEMBLE: ENST00000278299	HSG00272838
10023828762	440037			non-public	ENSEMBLE: ENST00000298862	HSG00275538
10025918734				non-public	RosettaGeneID: HSG00384493	HSG00384493
10031920749			AA128836	AA128836		HSG00323643
10023818223	1463	CSPG3	NM_004386	NM_004386		HSG00305581
10025932193			XM_064255	XM_064255		HSG00366280
10025913096	2823	GPM6A	NM_005277	NM_005277		HSG00227792
10025910843	22927	HABP4	NM_014282	NM_014282		HSG00262649
10031919689	245915	DEFB112		non-public	ENSEMBLE: ENST00000322246	HSG00238715
10025924567			AK057515	AK057515		HSG00425129
10025917281				non-public	RosettaGeneID: HSG00377541	HSG00377541
10023814475	55200	PLEKHG6	NM_018173	NM_018173		HSG00278290
10025927151			BG196029	non-public		HSG00240509
10025910401	91147	TMEM67	NM_153704	NM_153704		HSG00259405
10023816744			BC023330	non-public		HSG00265464
10025905440	116442	RAB39B	NM_171998	NM_171998		HSG00253985
10025923914			BC025345	BC025345		HSG00311325
10023810118	56934	CA10	NM_020178	NM_020178		HSG00302750
10023819637	4201	MEA1	NM_014623	NM_014623		HSG00243992
10023829782				non-public	ENSEMBLE: ENST00000296997	HSG00369531
10023834297	84654	SPZ1	NM_032567	NM_032567		HSG00236819
10031919928				non-public	ENSEMBLE: ENST00000310159	HSG00255354
10023826541			AF070580	AF070580		HSG00354646
10025929521			BC021699	BC021699		HSG00292378
10025920607			AW956621	non-public		HSG00259066
10023842801	150763			non-public	ENSEMBLE: ENST00000288933	HSG00213137
10023812630			AA194009	non-public		HSG00245600
10025932950			AK000073	AK000073		HSG00210132
10025912762	8775	NAPA	NM_003827	NM_003827		HSG00306983
10025929698			AK023584	AK023584		HSG00243852
10025912813	56851	C15orf24	NM_020154	NM_020154		HSG00291666
10023810964	80309		NM_030623	non-public		HSG00215627
10025921848			AL713632	AL713632		HSG00366218
10025903921	87	ACTN1	NM_001102	NM_001102		HSG00287532
10025926052			BM685202	non-public		HSG00288499
10025933743			XM_210557	XM_210557		HSG00362004
10025915867			AL359567	AL359567		HSG00429801
10025927978				non-public	RosettaGeneID: HSG00381451	HSG00381451
10025932381			BM683573	non-public		HSG00231581
10023818233	8630	HSD17B6	NM_003725	NM_003725		HSG00277252
10023824700	1622	DBI	NM_020548	NM_020548		HSG00214074
10025913964			BG024455	non-public		HSG00221843
10031919864			AK090935	AK090935		HSG00299840
10025904138	55900	ZNF302	NM_018675	NM_018675		HSG00306764
10025906452	29990	PILRB	NM_175047	NM_175047		HSG00248645
10025910435	84313	VPS25	NM_032353	NM_032353		HSG00302723
10025931996			BX101573	non-public		HSG00258545
10025909103	79611		NM_024560	NM_024560		HSG00278155
10025929008			XM_210201	XM_210201		HSG00361795
10025905019	3558	IL2	NM_000586	NM_000586		HSG00227270
10023837023	129868	TRIM43	NM_138800	NM_138800		HSG00216327
10023812129	58	ACTA1	NM_001100	NM_001100		HSG00205632
10025911094	9477	TRFP	NM_004275	NM_004275		HSG00244615
10025906297	113802	C1orf59	NM_144584	NM_144584		HSG00203796
10025915582			XM_210152	XM_210152		HSG00266658
10025902527	5660	PSAP	NM_002778	NM_002778		HSG00267740
10025919192			AA490192	non-public		HSG00354204
10025920331			BE859075	non-public		HSG00219593
10025911789	56617	SERF1B	NM_022978	NM_022978		HSG00236645
10025905227	9586	CREB5	NM_182898	NM_182898		HSG00250030
10025905792	26191	PTPN22	NM_012411	NM_012411		HSG00207506
10025933044			AA970451	non-public		HSG00246936
10023823824			AA879450	non-public		HSG00238939
10025909087	84922		NM_032836	NM_032836		HSG00306748
10025914912			BG255371	non-public		HSG00389745
10023820318	3248	HPGD	NM_000860	NM_000860		HSG00228569
10025923472			BX648960	non-public		HSG00216719
10023845655	93426	SYCE1	NM_130784	NM_130784		HSG00268973
10025913129	5799	PTPRN2	NM_130843	NM_130843		HSG00248446
10025910715	92714	ARRDC1	NM_152285	NM_152285		HSG00262780
10025909787	151258		NM_173512	NM_173512		HSG00216330
10025916495			AK095905	AK095905		HSG00316407
10025933579			BC032915	BC032915		HSG00285127
10023814938	10438		NM_006333	NM_006333		HSG00213392
10025930020			AA954151	non-public		HSG00424296
10023833033			AK022398	AK022398		HSG00263764
10025902876	91734	IDI2	NM_033261	NM_033261		HSG00268977
10025927695			XM_105089	XM_105089		HSG00398825
10025907229	317754	ANKRD21	NM_174981	NM_174981		HSG00315815
10025933491			AK097686	AK097686		HSG00232731
10023806472	5003	SLC22A18AS	NM_007105	NM_007105		HSG00274141
10023845740			AF075063	AF075063		HSG00293632
10025902586	28316	CDH20	NM_031891	NM_031891		HSG00303821
10025921851	646126		XM_377883	non-public		HSG00235893
10023820651	284244		AF070541	AF070541		HSG00358252
10023819333	4311	MME	NM_000902	NM_000902		HSG00225277
10025915408			BC036204	BC036204		HSG00246688
10023821689	51363		NM_014863	NM_014863		HSG00317899
10025906253	121274	ZNF641	NM_152320	NM_152320		HSG00282237
10023808216	57405	SPBC25	NM_020675	NM_020675		HSG00217048
10023833664				non-public	RosettaGeneID: HSG00250435	HSG00250435
10031920181			AL353939	AL353939		HSG00275940
10025908253	1122	CHML	NM_001821	NM_001821		HSG00200160
